사용일자,요일,노선명,역명,승하차총승객수
2019-01-29,화,6호선,고려대,18694.0
2019-01-29,화,6호선,월곡,26864.0
2019-01-29,화,6호선,상월곡,12916.0
2019-01-29,화,6호선,돌곶이,17824.0
2019-01-29,화,1호선,석계,29013.0
2019-01-29,화,6호선,태릉입구,12718.0
2019-01-29,화,6호선,화랑대,24039.0
2019-01-29,화,6호선,봉화산,21744.0
2019-01-29,화,1호선,도봉산,21382.0
2019-01-29,화,7호선,수락산,29079.0
2019-01-29,화,7호선,마들,26457.0
2019-01-29,화,4호선,노원,48170.0
2019-01-29,화,7호선,중계,33947.0
2019-01-29,화,7호선,하계,42290.0
2019-01-29,화,7호선,공릉,26823.0
2019-01-29,화,6호선,태릉입구,17432.0
2019-01-29,화,7호선,먹골,23662.0
2019-01-29,화,7호선,중화,25380.0
2019-01-29,화,7호선,면목,33827.0
2019-01-29,화,7호선,사가정,35069.0
2019-01-29,화,7호선,용마산,13708.0
2019-01-29,화,7호선,중곡,21778.0
2019-01-29,화,5호선,군자,30204.0
2019-01-29,화,7호선,어린이대공원,25621.0
2019-01-29,화,2호선,건대입구,34049.0
2019-01-29,화,7호선,뚝섬유원지,15948.0
2019-01-29,화,7호선,청담,51338.0
2019-01-29,화,7호선,학동,55920.0
2019-01-29,화,7호선,논현,49241.0
2019-01-29,화,7호선,반포,14439.0
2019-01-29,화,3호선,고속터미널,38460.0
2019-01-29,화,7호선,내방,34513.0
2019-01-29,화,7호선,이수,37104.0
2019-01-29,화,7호선,남성,25603.0
2019-01-29,화,7호선,숭실대입구,28491.0
2019-01-29,화,7호선,상도,23703.0
2019-01-29,화,7호선,장승배기,24456.0
2019-01-29,화,7호선,신대방삼거리,37558.0
2019-01-29,화,7호선,보라매,22204.0
2019-01-29,화,7호선,신풍,24159.0
2019-01-29,화,7호선,대림,21153.0
2019-01-29,화,7호선,남구로,38613.0
2019-01-29,화,1호선,가산디지털단지,103769.0
2019-01-29,화,7호선,천왕,20109.0
2019-01-29,화,1호선,온수,22611.0
2019-01-29,화,8호선,암사,40607.0
2019-01-29,화,5호선,천호,43578.0
2019-01-29,화,8호선,강동구청,25377.0
2019-01-29,화,8호선,몽촌토성,14493.0
2019-01-29,화,2호선,잠실,35619.0
2019-01-29,화,8호선,석촌,19982.0
2019-01-29,화,8호선,송파,14715.0
2019-01-29,화,3호선,가락시장,21155.0
2019-01-29,화,8호선,문정,48338.0
2019-01-29,화,8호선,장지,40882.0
2019-01-29,화,9호선,개화,13124.0
2019-01-29,화,5호선,김포공항,21538.0
2019-01-29,화,9호선,공항시장,6734.0
2019-01-29,화,9호선,신방화,16469.0
2019-01-29,화,9호선,마곡나루,21113.0
2019-01-29,화,9호선,양천향교,19247.0
2019-01-29,화,9호선,가양,46677.0
2019-01-29,화,9호선,증미,16905.0
2019-01-29,화,9호선,등촌,23990.0
2019-01-29,화,9호선,염창,37478.0
2019-01-29,화,9호선,신목동,8555.0
2019-01-29,화,9호선,선유도,16293.0
2019-01-29,화,2호선,당산,41700.0
2019-01-29,화,9호선,국회의사당,40525.0
2019-01-29,화,5호선,여의도,53117.0
2019-01-29,화,9호선,샛강,12341.0
2019-01-29,화,1호선,노량진,63335.0
2019-01-29,화,9호선,노들,9676.0
2019-01-29,화,9호선,흑석,20605.0
2019-01-29,화,4호선,동작,3346.0
2019-01-29,화,9호선,구반포,7219.0
2019-01-29,화,9호선,신반포,6860.0
2019-01-29,화,3호선,고속터미널,31651.0
2019-01-29,화,9호선,사평,7150.0
2019-01-29,화,9호선,신논현,74245.0
2019-01-29,화,4호선,서울역,22102.0
2019-01-29,화,2호선,홍대입구,22578.0
2019-01-29,화,9호선,마곡나루,10934.0
2019-01-29,화,5호선,김포공항,17947.0
2019-01-29,화,9호선,언주,21636.0
2019-01-29,화,9호선,삼성중앙,14228.0
2019-01-29,화,9호선,봉은사,36753.0
2019-01-29,화,2호선,종합운동장,9445.0
2019-01-29,화,9호선,삼전,10265.0
2019-01-29,화,9호선,석촌고분,8955.0
2019-01-29,화,8호선,석촌,10330.0
2019-01-29,화,9호선,송파나루,7030.0
2019-01-29,화,9호선,한성백제,3690.0
2019-01-29,화,5호선,올림픽공원,8867.0
2019-01-29,화,9호선,둔촌오륜,1555.0
2019-01-29,화,9호선,중앙보훈병원,14346.0
2019-01-29,화,4호선,성신여대입구,8045.0
2019-01-29,화,6호선,보문,3329.0
2019-01-29,화,1호선,신설동,4279.0
2019-01-30,수,4호선,서울역,114502.0
2019-01-30,수,2호선,시청,58871.0
2019-01-30,수,1호선,종각,101649.0
2019-01-30,수,3호선,종로3가,74251.0
2019-01-30,수,1호선,종로5가,60717.0
2019-01-30,수,4호선,동대문,30457.0
2019-01-30,수,1호선,신설동,35989.0
2019-01-30,수,1호선,제기동,53482.0
2019-01-30,수,6호선,동묘앞,20153.0
2019-01-30,수,2호선,시청,61246.0
2019-01-30,수,2호선,을지로입구,113265.0
2019-01-30,수,3호선,을지로3가,54659.0
2019-01-30,수,2호선,을지로4가,28949.0
2019-01-30,수,2호선,동대문역사문화공원,40546.0
2019-01-30,수,2호선,신당,34181.0
2019-01-30,수,2호선,상왕십리,32392.0
2019-01-30,수,2호선,한양대,18740.0
2019-01-30,수,2호선,뚝섬,45136.0
2019-01-30,수,2호선,성수,72661.0
2019-01-30,수,2호선,건대입구,93525.0
2019-01-30,수,2호선,구의,55591.0
2019-01-30,수,2호선,강변,89472.0
2019-01-30,수,2호선,잠실나루,39063.0
2019-01-30,수,2호선,잠실,177554.0
2019-01-30,수,2호선,잠실새내,54752.0
2019-01-30,수,2호선,종합운동장,19325.0
2019-01-30,수,2호선,삼성,137848.0
2019-01-30,수,2호선,선릉,131498.0
2019-01-30,수,2호선,역삼,133198.0
2019-01-30,수,2호선,강남,236891.0
2019-01-30,수,2호선,교대,93481.0
2019-01-30,수,2호선,서초,52468.0
2019-01-30,수,2호선,방배,42876.0
2019-01-30,수,2호선,사당,96873.0
2019-01-30,수,2호선,낙성대,64473.0
2019-01-30,수,2호선,서울대입구,114205.0
2019-01-30,수,2호선,봉천,53522.0
2019-01-30,수,2호선,신림,152445.0
2019-01-30,수,2호선,신대방,61619.0
2019-01-30,수,2호선,구로디지털단지,148412.0
2019-01-30,수,7호선,대림,62730.0
2019-01-30,수,2호선,신도림,124687.0
2019-01-30,수,2호선,문래,49117.0
2019-01-30,수,2호선,영등포구청,52678.0
2019-01-30,수,2호선,당산,51720.0
2019-01-30,수,2호선,합정,74397.0
2019-01-30,수,2호선,홍대입구,155955.0
2019-01-30,수,2호선,신촌,99008.0
2019-01-30,수,2호선,이대,37768.0
2019-01-30,수,2호선,아현,22457.0
2019-01-30,수,2호선,충정로,26518.0
2019-01-30,수,2호선,용답,5637.0
2019-01-30,수,2호선,신답,3874.0
2019-01-30,수,1호선,신설동,9005.0
2019-01-30,수,2호선,도림천,3035.0
2019-01-30,수,2호선,양천구청,16041.0
2019-01-30,수,2호선,신정네거리,21521.0
2019-01-30,수,2호선,용두,5826.0
2019-01-30,수,3호선,구파발,42968.0
2019-01-30,수,3호선,연신내,90267.0
2019-01-30,수,3호선,불광,43051.0
2019-01-30,수,3호선,녹번,28656.0
2019-01-30,수,3호선,홍제,40889.0
2019-01-30,수,3호선,무악재,8720.0
2019-01-30,수,3호선,독립문,17602.0
2019-01-30,수,3호선,경복궁,52431.0
2019-01-30,수,3호선,안국,52506.0
2019-01-30,수,3호선,종로3가,30276.0
2019-01-30,수,3호선,을지로3가,26725.0
2019-01-30,수,4호선,충무로,2.0
2019-01-30,수,3호선,동대입구,19897.0
2019-01-30,수,3호선,약수,31685.0
2019-01-30,수,3호선,금호,18893.0
2019-01-30,수,3호선,옥수,22450.0
2019-01-30,수,3호선,압구정,81885.0
2019-01-30,수,3호선,신사,77755.0
2019-01-30,수,3호선,잠원,14324.0
2019-01-30,수,3호선,고속터미널,111712.0
2019-01-30,수,2호선,교대,30004.0
2019-01-30,수,3호선,남부터미널,80748.0
2019-01-30,수,3호선,양재,99791.0
2019-01-30,수,3호선,매봉,27325.0
2019-01-30,수,3호선,도곡,13283.0
2019-01-30,수,3호선,대치,27905.0
2019-01-30,수,3호선,학여울,4236.0
2019-01-30,수,3호선,대청,22150.0
2019-01-30,수,3호선,일원,23573.0
2019-01-30,수,3호선,수서,39930.0
2019-01-30,수,3호선,가락시장,23589.0
2019-01-30,수,3호선,경찰병원,18716.0
2019-01-30,수,3호선,오금,14629.0
2019-01-30,수,4호선,당고개,26302.0
2019-01-30,수,4호선,상계,44411.0
2019-01-30,수,4호선,노원,51308.0
2019-01-30,수,4호선,창동,66699.0
2019-01-30,수,4호선,쌍문,69739.0
2019-01-30,수,4호선,수유,83220.0
2019-01-30,수,4호선,미아,35581.0
2019-01-30,수,4호선,미아사거리,63297.0
2019-01-30,수,4호선,길음,47884.0
2019-01-30,수,4호선,성신여대입구,48510.0
2019-01-30,수,4호선,한성대입구,31998.0
2019-01-30,수,4호선,혜화,92800.0
2019-01-30,수,4호선,동대문,54141.0
2019-01-30,수,2호선,동대문역사문화공원,45782.0
2019-01-30,수,4호선,충무로,70959.0
2019-01-30,수,4호선,명동,71024.0
2019-01-30,수,4호선,회현,67538.0
2019-01-30,수,4호선,서울역,39451.0
2019-01-30,수,4호선,숙대입구,33950.0
2019-01-30,수,4호선,삼각지,12608.0
2019-01-30,수,4호선,신용산,39165.0
2019-01-30,수,4호선,이촌,21878.0
2019-01-30,수,4호선,동작,5127.0
2019-01-30,수,4호선,총신대입구,51352.0
2019-01-30,수,2호선,사당,57565.0
2019-01-30,수,4호선,남태령,2873.0
2019-01-30,수,4호선,서울역,6665.0
2019-01-30,수,1호선,남영,24493.0
2019-01-30,수,1호선,용산,82574.0
2019-01-30,수,1호선,노량진,26468.0
2019-01-30,수,1호선,대방,33849.0
2019-01-30,수,1호선,영등포,100241.0
2019-01-30,수,2호선,신도림,8663.0
2019-01-30,수,1호선,신길,20322.0
2019-01-30,수,1호선,구로,47126.0
2019-01-30,수,1호선,가산디지털단지,44342.0
2019-01-30,수,1호선,금천구청,26121.0
2019-01-30,수,1호선,독산,39964.0
2019-01-30,수,1호선,지제,4535.0
2019-01-30,수,1호선,개봉,52349.0
2019-01-30,수,1호선,오류동,26449.0
2019-01-30,수,1호선,주안,46739.0
2019-01-30,수,1호선,구일,14442.0
2019-01-30,수,1호선,온수,14904.0
2019-01-30,수,4호선,이촌,8585.0
2019-01-30,수,3호선,옥수,82.0
2019-01-30,수,1호선,외대앞,19382.0
2019-01-30,수,1호선,신이문,19740.0
2019-01-30,수,1호선,석계,22197.0
2019-01-30,수,1호선,광운대,18280.0
2019-01-30,수,1호선,월계,11852.0
2019-01-30,수,1호선,녹천,10064.0
2019-01-30,수,4호선,창동,1.0
2019-01-30,수,1호선,방학,22071.0
2019-01-30,수,1호선,도봉,14022.0
2019-01-30,수,1호선,도봉산,13551.0
2019-01-30,수,4호선,산본,41800.0
2019-01-30,수,4호선,대야미,9430.0
2019-01-30,수,4호선,한대앞,17616.0
2019-01-30,수,4호선,중앙,37633.0
2019-01-30,수,4호선,고잔,18171.0
2019-01-30,수,4호선,정왕,16536.0
2019-01-30,수,4호선,오이도,19475.0
2019-01-30,수,4호선,수리산,8527.0
2019-01-30,수,4호선,선바위,19096.0
2019-01-30,수,4호선,경마공원,6785.0
2019-01-30,수,4호선,대공원,5380.0
2019-01-30,수,4호선,과천,10639.0
2019-01-30,수,4호선,정부과천청사,32179.0
2019-01-30,수,4호선,평촌,41521.0
2019-01-30,수,2호선,선릉,35674.0
2019-01-30,수,3호선,도곡,15295.0
2019-01-30,수,3호선,수서,32000.0
2019-01-30,수,3호선,백석,25994.0
2019-01-30,수,1호선,회기,56478.0
2019-01-30,수,4호선,서울역,9755.0
2019-01-30,수,2호선,신촌,2415.0
2019-01-30,수,2호선,홍대입구,3945.0
2019-01-30,수,4호선,서울역,1.0
2019-01-30,수,5호선,방화,15627.0
2019-01-30,수,5호선,개화산,13286.0
2019-01-30,수,5호선,김포공항,15580.0
2019-01-30,수,5호선,송정,19569.0
2019-01-30,수,5호선,마곡,15262.0
2019-01-30,수,5호선,발산,40014.0
2019-01-30,수,5호선,우장산,34845.0
2019-01-30,수,5호선,화곡,65434.0
2019-01-30,수,2호선,까치산,66216.0
2019-01-30,수,5호선,신정,29254.0
2019-01-30,수,5호선,목동,43593.0
2019-01-30,수,5호선,오목교,59161.0
2019-01-30,수,2호선,영등포구청,8995.0
2019-01-30,수,5호선,영등포시장,23104.0
2019-01-30,수,1호선,신길,8296.0
2019-01-30,수,5호선,여의도,64061.0
2019-01-30,수,5호선,여의나루,17393.0
2019-01-30,수,5호선,마포,35410.0
2019-01-30,수,5호선,애오개,17842.0
2019-01-30,수,2호선,충정로,10989.0
2019-01-30,수,5호선,서대문,43685.0
2019-01-30,수,5호선,광화문,86367.0
2019-01-30,수,3호선,종로3가,35636.0
2019-01-30,수,2호선,을지로4가,13086.0
2019-01-30,수,2호선,동대문역사문화공원,7624.0
2019-01-30,수,5호선,청구,9222.0
2019-01-30,수,5호선,신금호,14733.0
2019-01-30,수,5호선,행당,18602.0
2019-01-30,수,5호선,마장,14653.0
2019-01-30,수,5호선,답십리,36095.0
2019-01-30,수,5호선,장한평,42124.0
2019-01-30,수,5호선,군자,25786.0
2019-01-30,수,5호선,아차산,30783.0
2019-01-30,수,5호선,광나루,29479.0
2019-01-30,수,5호선,천호,44649.0
2019-01-30,수,5호선,강동,41659.0
2019-01-30,수,5호선,길동,17310.0
2019-01-30,수,5호선,굽은다리,21509.0
2019-01-30,수,5호선,명일,18469.0
2019-01-30,수,5호선,고덕,21247.0
2019-01-30,수,5호선,상일동,26713.0
2019-01-30,수,5호선,둔촌동,20188.0
2019-01-30,수,5호선,올림픽공원,8883.0
2019-01-30,수,5호선,방이,17458.0
2019-01-30,수,3호선,오금,8568.0
2019-01-30,수,5호선,개롱,15616.0
2019-01-30,수,5호선,거여,16529.0
2019-01-30,수,5호선,마천,11758.0
2019-01-30,수,6호선,응암,40741.0
2019-01-30,수,6호선,역촌,9867.0
2019-01-30,수,3호선,불광,11865.0
2019-01-30,수,6호선,독바위,6668.0
2019-01-30,수,3호선,연신내,1.0
2019-01-30,수,6호선,구산,14833.0
2019-01-30,수,6호선,새절,28706.0
2019-01-30,수,6호선,증산,22125.0
2019-01-30,수,6호선,월드컵경기장,11721.0
2019-01-30,수,6호선,마포구청,32257.0
2019-01-30,수,6호선,망원,33085.0
2019-01-30,수,2호선,합정,31463.0
2019-01-30,수,6호선,상수,22385.0
2019-01-30,수,6호선,광흥창,21779.0
2019-01-30,수,6호선,대흥,19985.0
2019-01-30,수,4호선,삼각지,13560.0
2019-01-30,수,6호선,녹사평,12376.0
2019-01-30,수,6호선,이태원,28424.0
2019-01-30,수,6호선,한강진,20664.0
2019-01-30,수,6호선,버티고개,5261.0
2019-01-30,수,3호선,약수,8734.0
2019-01-30,수,5호선,청구,9329.0
2019-01-30,수,2호선,신당,21355.0
2019-01-30,수,6호선,동묘앞,19343.0
2019-01-30,수,6호선,창신,7175.0
2019-01-30,수,6호선,보문,15959.0
2019-01-30,수,6호선,안암,25439.0
2019-01-30,수,6호선,고려대,18558.0
2019-01-30,수,6호선,월곡,26853.0
2019-01-30,수,6호선,상월곡,13207.0
2019-01-30,수,6호선,돌곶이,18642.0
2019-01-30,수,1호선,석계,29491.0
2019-01-30,수,6호선,태릉입구,12819.0
2019-01-30,수,6호선,화랑대,24425.0
2019-01-30,수,6호선,봉화산,22026.0
2019-01-30,수,1호선,도봉산,21149.0
2019-01-30,수,7호선,수락산,29137.0
2019-01-30,수,7호선,마들,26555.0
2019-01-30,수,4호선,노원,48354.0
2019-01-30,수,7호선,중계,35962.0
2019-01-30,수,7호선,하계,42327.0
2019-01-30,수,7호선,공릉,27196.0
2019-01-30,수,6호선,태릉입구,17680.0
2019-01-30,수,7호선,먹골,23490.0
2019-01-30,수,7호선,중화,25585.0
2019-01-30,수,7호선,면목,34263.0
2019-01-30,수,7호선,사가정,35186.0
2019-01-30,수,7호선,용마산,13891.0
2019-01-30,수,7호선,중곡,22582.0
2019-01-30,수,5호선,군자,30372.0
2019-01-30,수,7호선,어린이대공원,25281.0
2019-01-30,수,2호선,건대입구,34606.0
2019-01-30,수,7호선,뚝섬유원지,15372.0
2019-01-30,수,7호선,청담,51562.0
2019-01-30,수,7호선,학동,54873.0
2019-01-30,수,7호선,논현,49197.0
2019-01-30,수,7호선,반포,14724.0
2019-01-30,수,3호선,고속터미널,39590.0
2019-01-30,수,7호선,내방,34465.0
2019-01-30,수,7호선,이수,38292.0
2019-01-30,수,7호선,남성,25472.0
2019-01-30,수,7호선,숭실대입구,29363.0
2019-01-30,수,7호선,상도,23550.0
2019-01-30,수,7호선,장승배기,24798.0
2019-01-30,수,7호선,신대방삼거리,38028.0
2019-01-30,수,7호선,보라매,21841.0
2019-01-30,수,7호선,신풍,24926.0
2019-01-30,수,7호선,대림,21095.0
2019-01-30,수,7호선,남구로,38626.0
2019-01-30,수,1호선,가산디지털단지,104075.0
2019-01-30,수,7호선,천왕,20264.0
2019-01-30,수,1호선,온수,23063.0
2019-01-30,수,8호선,암사,40127.0
2019-01-30,수,5호선,천호,43246.0
2019-01-30,수,8호선,강동구청,25516.0
2019-01-30,수,8호선,몽촌토성,14048.0
2019-01-30,수,2호선,잠실,35969.0
2019-01-30,수,8호선,석촌,19853.0
2019-01-30,수,8호선,송파,14860.0
2019-01-30,수,3호선,가락시장,21189.0
2019-01-30,수,8호선,문정,47822.0
2019-01-30,수,8호선,장지,42050.0
2019-01-30,수,9호선,개화,13157.0
2019-01-30,수,5호선,김포공항,22622.0
2019-01-30,수,9호선,공항시장,6798.0
2019-01-30,수,9호선,신방화,16515.0
2019-01-30,수,9호선,마곡나루,21323.0
2019-01-30,수,9호선,양천향교,19553.0
2019-01-30,수,9호선,가양,46431.0
2019-01-30,수,9호선,증미,17017.0
2019-01-30,수,9호선,등촌,24287.0
2019-01-30,수,9호선,염창,37303.0
2019-01-30,수,9호선,신목동,8683.0
2019-01-30,수,9호선,선유도,16451.0
2019-01-30,수,2호선,당산,41954.0
2019-01-30,수,9호선,국회의사당,40162.0
2019-01-30,수,5호선,여의도,53501.0
2019-01-30,수,9호선,샛강,12520.0
2019-01-30,수,1호선,노량진,63614.0
2019-01-30,수,9호선,노들,9883.0
2019-01-30,수,9호선,흑석,19913.0
2019-01-30,수,4호선,동작,3527.0
2019-01-30,수,9호선,구반포,7434.0
2019-01-30,수,9호선,신반포,6936.0
2019-01-30,수,3호선,고속터미널,32469.0
2019-01-30,수,9호선,사평,7374.0
2019-01-30,수,9호선,신논현,74246.0
2019-01-30,수,4호선,서울역,22050.0
2019-01-30,수,2호선,홍대입구,22286.0
2019-01-30,수,9호선,마곡나루,11099.0
2019-01-30,수,5호선,김포공항,18134.0
2019-01-30,수,9호선,언주,21586.0
2019-01-30,수,9호선,삼성중앙,14277.0
2019-01-30,수,9호선,봉은사,36091.0
2019-01-30,수,2호선,종합운동장,9603.0
2019-01-30,수,9호선,삼전,10200.0
2019-01-30,수,9호선,석촌고분,9073.0
2019-01-30,수,8호선,석촌,10279.0
2019-01-30,수,9호선,송파나루,7023.0
2019-01-30,수,9호선,한성백제,3784.0
2019-01-30,수,5호선,올림픽공원,9110.0
2019-01-30,수,9호선,둔촌오륜,1786.0
2019-01-30,수,9호선,중앙보훈병원,14225.0
2019-01-30,수,4호선,성신여대입구,8060.0
2019-01-30,수,6호선,보문,3354.0
2019-01-30,수,1호선,신설동,4479.0
2019-01-31,목,4호선,서울역,114888.0
2019-01-31,목,2호선,시청,58228.0
2019-01-31,목,1호선,종각,102050.0
2019-01-31,목,3호선,종로3가,71854.0
2019-01-31,목,1호선,종로5가,59952.0
2019-01-31,목,4호선,동대문,29702.0
2019-01-31,목,1호선,신설동,35785.0
2019-01-31,목,1호선,제기동,51363.0
2019-01-31,목,6호선,동묘앞,19210.0
2019-01-31,목,2호선,시청,59556.0
2019-01-31,목,2호선,을지로입구,111707.0
2019-01-31,목,3호선,을지로3가,52560.0
2019-01-31,목,2호선,을지로4가,27789.0
2019-01-31,목,2호선,동대문역사문화공원,38008.0
2019-01-31,목,2호선,신당,33132.0
2019-01-31,목,2호선,상왕십리,32620.0
2019-01-31,목,2호선,한양대,18491.0
2019-01-31,목,2호선,뚝섬,43728.0
2019-01-31,목,2호선,성수,72287.0
2019-01-31,목,2호선,건대입구,93950.0
2019-01-31,목,2호선,구의,55042.0
2019-01-31,목,2호선,강변,88593.0
2019-01-31,목,2호선,잠실나루,39271.0
2019-01-31,목,2호선,잠실,174997.0
2019-01-31,목,2호선,잠실새내,55904.0
2019-01-31,목,2호선,종합운동장,21213.0
2019-01-31,목,2호선,삼성,132933.0
2019-01-31,목,2호선,선릉,131103.0
2019-01-31,목,2호선,역삼,133158.0
2019-01-31,목,2호선,강남,233814.0
2019-01-31,목,2호선,교대,90919.0
2019-01-31,목,2호선,서초,51271.0
2019-01-31,목,2호선,방배,42311.0
2019-01-31,목,2호선,사당,95825.0
2019-01-31,목,2호선,낙성대,63451.0
2019-01-31,목,2호선,서울대입구,113262.0
2019-01-31,목,2호선,봉천,52828.0
2019-01-31,목,2호선,신림,150421.0
2019-01-31,목,2호선,신대방,60762.0
2019-01-31,목,2호선,구로디지털단지,147667.0
2019-01-31,목,7호선,대림,61831.0
2019-01-31,목,2호선,신도림,124685.0
2019-01-31,목,2호선,문래,48397.0
2019-01-31,목,2호선,영등포구청,53222.0
2019-01-31,목,2호선,당산,51212.0
2019-01-31,목,2호선,합정,73175.0
2019-01-31,목,2호선,홍대입구,153972.0
2019-01-31,목,2호선,신촌,97974.0
2019-01-31,목,2호선,이대,36018.0
2019-01-31,목,2호선,아현,22460.0
2019-01-31,목,2호선,충정로,26334.0
2019-01-31,목,2호선,용답,5546.0
2019-01-31,목,2호선,신답,3854.0
2019-01-31,목,1호선,신설동,8948.0
2019-01-31,목,2호선,도림천,3064.0
2019-01-31,목,2호선,양천구청,15863.0
2019-01-31,목,2호선,신정네거리,21186.0
2019-01-31,목,2호선,용두,5852.0
2019-01-31,목,3호선,구파발,42353.0
2019-01-31,목,3호선,연신내,89163.0
2019-01-31,목,3호선,불광,42397.0
2019-01-31,목,3호선,녹번,28211.0
2019-01-31,목,3호선,홍제,40527.0
2019-01-31,목,3호선,무악재,8944.0
2019-01-31,목,3호선,독립문,16897.0
2019-01-31,목,3호선,경복궁,49458.0
2019-01-31,목,3호선,안국,48505.0
2019-01-31,목,3호선,종로3가,28995.0
2019-01-31,목,3호선,을지로3가,26123.0
2019-01-31,목,4호선,충무로,4.0
2019-01-31,목,3호선,동대입구,19669.0
2019-01-31,목,3호선,약수,31342.0
2019-01-31,목,3호선,금호,18882.0
2019-01-31,목,3호선,옥수,22133.0
2019-01-31,목,3호선,압구정,79548.0
2019-01-31,목,3호선,신사,78631.0
2019-01-31,목,3호선,잠원,14363.0
2019-01-31,목,3호선,고속터미널,114560.0
2019-01-31,목,2호선,교대,29096.0
2019-01-31,목,3호선,남부터미널,79686.0
2019-01-31,목,3호선,양재,99478.0
2019-01-31,목,3호선,매봉,27167.0
2019-01-31,목,3호선,도곡,13104.0
2019-01-31,목,3호선,대치,27662.0
2019-01-31,목,3호선,학여울,3977.0
2019-01-31,목,3호선,대청,22223.0
2019-01-31,목,3호선,일원,23120.0
2019-01-31,목,3호선,수서,39921.0
2019-01-31,목,3호선,가락시장,23236.0
2019-01-31,목,3호선,경찰병원,18514.0
2019-01-31,목,3호선,오금,14454.0
2019-01-31,목,4호선,당고개,26115.0
2019-01-31,목,4호선,상계,43923.0
2019-01-31,목,4호선,노원,50048.0
2019-01-31,목,4호선,창동,66210.0
2019-01-31,목,4호선,쌍문,68779.0
2019-01-31,목,4호선,수유,81925.0
2019-01-31,목,4호선,미아,35909.0
2019-01-31,목,4호선,미아사거리,63324.0
2019-01-31,목,4호선,길음,47601.0
2019-01-31,목,4호선,성신여대입구,48442.0
2019-01-31,목,4호선,한성대입구,31979.0
2019-01-31,목,4호선,혜화,86218.0
2019-01-31,목,4호선,동대문,52563.0
2019-01-31,목,2호선,동대문역사문화공원,43189.0
2019-01-31,목,4호선,충무로,68981.0
2019-01-31,목,4호선,명동,67863.0
2019-01-31,목,4호선,회현,65455.0
2019-01-31,목,4호선,서울역,39568.0
2019-01-31,목,4호선,숙대입구,33125.0
2019-01-31,목,4호선,삼각지,12140.0
2019-01-31,목,4호선,신용산,39145.0
2019-01-31,목,4호선,이촌,19797.0
2019-01-31,목,4호선,동작,4866.0
2019-01-31,목,4호선,총신대입구,50284.0
2019-01-31,목,2호선,사당,56968.0
2019-01-31,목,4호선,남태령,2927.0
2019-01-31,목,4호선,서울역,6297.0
2019-01-31,목,1호선,남영,24294.0
2019-01-31,목,1호선,용산,82154.0
2019-01-31,목,1호선,노량진,25832.0
2019-01-31,목,1호선,대방,32779.0
2019-01-31,목,1호선,영등포,99917.0
2019-01-31,목,2호선,신도림,8010.0
2019-01-31,목,1호선,신길,19743.0
2019-01-31,목,1호선,구로,45682.0
2019-01-31,목,1호선,가산디지털단지,43139.0
2019-01-31,목,1호선,금천구청,25320.0
2019-01-31,목,1호선,독산,39076.0
2019-01-31,목,1호선,지제,4611.0
2019-01-31,목,1호선,개봉,51068.0
2019-01-31,목,1호선,오류동,25180.0
2019-01-31,목,1호선,주안,44371.0
2019-01-31,목,1호선,구일,13596.0
2019-01-31,목,1호선,온수,14724.0
2019-01-31,목,4호선,이촌,8332.0
2019-01-31,목,3호선,옥수,70.0
2019-01-31,목,1호선,외대앞,19291.0
2019-01-31,목,1호선,신이문,19277.0
2019-01-31,목,1호선,석계,21785.0
2019-01-31,목,1호선,광운대,17806.0
2019-01-31,목,1호선,월계,11603.0
2019-01-31,목,1호선,녹천,9881.0
2019-01-31,목,4호선,창동,2.0
2019-01-31,목,1호선,방학,21027.0
2019-01-31,목,1호선,도봉,13395.0
2019-01-31,목,1호선,도봉산,12978.0
2019-01-31,목,4호선,산본,40503.0
2019-01-31,목,4호선,대야미,9129.0
2019-01-31,목,4호선,한대앞,17700.0
2019-01-31,목,4호선,중앙,37131.0
2019-01-31,목,4호선,고잔,17844.0
2019-01-31,목,4호선,정왕,16023.0
2019-01-31,목,4호선,오이도,18959.0
2019-01-31,목,4호선,수리산,8483.0
2019-01-31,목,4호선,선바위,18940.0
2019-01-31,목,4호선,경마공원,5688.0
2019-01-31,목,4호선,대공원,4885.0
2019-01-31,목,4호선,과천,10302.0
2019-01-31,목,4호선,정부과천청사,24965.0
2019-01-31,목,4호선,평촌,40489.0
2019-01-31,목,2호선,선릉,35624.0
2019-01-31,목,3호선,도곡,14612.0
2019-01-31,목,3호선,수서,31729.0
2019-01-31,목,3호선,백석,25142.0
2019-01-31,목,1호선,회기,55643.0
2019-01-31,목,4호선,서울역,9425.0
2019-01-31,목,2호선,신촌,2225.0
2019-01-31,목,2호선,홍대입구,3724.0
2019-01-31,목,5호선,방화,15092.0
2019-01-31,목,5호선,개화산,13069.0
2019-01-31,목,5호선,김포공항,15908.0
2019-01-31,목,5호선,송정,19318.0
2019-01-31,목,5호선,마곡,15027.0
2019-01-31,목,5호선,발산,39088.0
2019-01-31,목,5호선,우장산,34781.0
2019-01-31,목,5호선,화곡,64066.0
2019-01-31,목,2호선,까치산,65556.0
2019-01-31,목,5호선,신정,28982.0
2019-01-31,목,5호선,목동,42986.0
2019-01-31,목,5호선,오목교,57180.0
2019-01-31,목,2호선,영등포구청,8620.0
2019-01-31,목,5호선,영등포시장,22215.0
2019-01-31,목,1호선,신길,8083.0
2019-01-31,목,5호선,여의도,61809.0
2019-01-31,목,5호선,여의나루,16172.0
