사용일자,요일,노선명,역명,승하차총승객수
2019-03-04,월,2호선,당산,40527.0
2019-03-04,월,9호선,국회의사당,36615.0
2019-03-04,월,5호선,여의도,50153.0
2019-03-04,월,9호선,샛강,12017.0
2019-03-04,월,1호선,노량진,62601.0
2019-03-04,월,9호선,노들,9445.0
2019-03-04,월,9호선,흑석,26583.0
2019-03-04,월,4호선,동작,3658.0
2019-03-04,월,9호선,구반포,7192.0
2019-03-04,월,9호선,신반포,6779.0
2019-03-04,월,3호선,고속터미널,30210.0
2019-03-04,월,9호선,사평,7524.0
2019-03-04,월,9호선,신논현,67896.0
2019-03-04,월,4호선,서울역,21155.0
2019-03-04,월,2호선,홍대입구,20293.0
2019-03-04,월,9호선,마곡나루,10569.0
2019-03-04,월,5호선,김포공항,17994.0
2019-03-04,월,9호선,언주,19946.0
2019-03-04,월,9호선,삼성중앙,13650.0
2019-03-04,월,9호선,봉은사,32966.0
2019-03-04,월,2호선,종합운동장,9303.0
2019-03-04,월,9호선,삼전,10888.0
2019-03-04,월,9호선,석촌고분,9537.0
2019-03-04,월,8호선,석촌,11049.0
2019-03-04,월,9호선,송파나루,7140.0
2019-03-04,월,9호선,한성백제,3730.0
2019-03-04,월,5호선,올림픽공원,9352.0
2019-03-04,월,9호선,둔촌오륜,2062.0
2019-03-04,월,9호선,중앙보훈병원,14549.0
2019-03-04,월,4호선,성신여대입구,9172.0
2019-03-04,월,6호선,보문,3841.0
2019-03-04,월,1호선,신설동,4473.0
2019-03-05,화,9호선,중앙보훈병원,15535.0
2019-03-05,화,9호선,둔촌오륜,2064.0
2019-03-05,화,5호선,올림픽공원,9896.0
2019-03-05,화,9호선,한성백제,3755.0
2019-03-05,화,9호선,송파나루,7350.0
2019-03-05,화,8호선,석촌,11051.0
2019-03-05,화,9호선,석촌고분,9655.0
2019-03-05,화,9호선,삼전,10819.0
2019-03-05,화,2호선,종합운동장,9016.0
2019-03-05,화,9호선,봉은사,33321.0
2019-03-05,화,9호선,삼성중앙,13879.0
2019-03-05,화,9호선,언주,20788.0
2019-03-05,화,5호선,김포공항,17644.0
2019-03-05,화,9호선,마곡나루,11216.0
2019-03-05,화,2호선,홍대입구,20973.0
2019-03-05,화,4호선,서울역,19290.0
2019-03-05,화,9호선,신논현,69663.0
2019-03-05,화,9호선,사평,7350.0
2019-03-05,화,3호선,고속터미널,29793.0
2019-03-05,화,9호선,신반포,6784.0
2019-03-05,화,9호선,구반포,7025.0
2019-03-05,화,4호선,동작,3623.0
2019-03-05,화,9호선,흑석,26825.0
2019-03-05,화,9호선,노들,9802.0
2019-03-05,화,1호선,노량진,63423.0
2019-03-05,화,9호선,샛강,12324.0
2019-03-05,화,5호선,여의도,51527.0
2019-03-05,화,9호선,국회의사당,39892.0
2019-03-05,화,2호선,당산,42460.0
2019-03-05,화,9호선,선유도,16600.0
2019-03-05,화,9호선,신목동,8689.0
2019-03-05,화,9호선,염창,37740.0
2019-03-05,화,9호선,등촌,23982.0
2019-03-05,화,9호선,증미,16413.0
2019-03-05,화,9호선,가양,46397.0
2019-03-05,화,9호선,양천향교,19964.0
2019-03-05,화,9호선,마곡나루,20818.0
2019-03-05,화,9호선,신방화,16864.0
2019-03-05,화,9호선,공항시장,6977.0
2019-03-05,화,5호선,김포공항,20486.0
2019-03-05,화,9호선,개화,13077.0
2019-03-05,화,8호선,장지,41340.0
2019-03-05,화,8호선,문정,48450.0
2019-03-05,화,3호선,가락시장,19211.0
2019-03-05,화,8호선,송파,18964.0
2019-03-05,화,8호선,석촌,19698.0
2019-03-05,화,2호선,잠실,34103.0
2019-03-05,화,8호선,몽촌토성,14269.0
2019-03-05,화,8호선,강동구청,25314.0
2019-03-05,화,5호선,천호,42966.0
2019-03-05,화,8호선,암사,41085.0
2019-03-05,화,1호선,온수,27603.0
2019-03-05,화,7호선,천왕,20412.0
2019-03-05,화,1호선,가산디지털단지,102888.0
2019-03-05,화,7호선,남구로,40772.0
2019-03-05,화,7호선,대림,21962.0
2019-03-05,화,7호선,신풍,25738.0
2019-03-05,화,7호선,보라매,23142.0
2019-03-05,화,7호선,신대방삼거리,39228.0
2019-03-05,화,7호선,장승배기,25221.0
2019-03-05,화,7호선,상도,29429.0
2019-03-05,화,7호선,숭실대입구,43668.0
2019-03-05,화,7호선,남성,27837.0
2019-03-05,화,7호선,이수,37258.0
2019-03-05,화,7호선,내방,34288.0
2019-03-05,화,3호선,고속터미널,36803.0
2019-03-05,화,7호선,반포,14551.0
2019-03-05,화,7호선,논현,47528.0
2019-03-05,화,7호선,학동,55276.0
2019-03-05,화,7호선,청담,50856.0
2019-03-05,화,7호선,뚝섬유원지,15517.0
2019-03-05,화,2호선,건대입구,37507.0
2019-03-05,화,7호선,어린이대공원,41791.0
2019-03-05,화,5호선,군자,29676.0
2019-03-05,화,7호선,중곡,23142.0
2019-03-05,화,7호선,용마산,14165.0
2019-03-05,화,7호선,사가정,37274.0
2019-03-05,화,7호선,면목,39598.0
2019-03-05,화,7호선,중화,26740.0
2019-03-05,화,7호선,먹골,23829.0
2019-03-05,화,6호선,태릉입구,21662.0
2019-03-05,화,7호선,공릉,31471.0
2019-03-05,화,7호선,하계,45060.0
2019-03-05,화,7호선,중계,35640.0
2019-03-05,화,4호선,노원,49075.0
2019-03-05,화,7호선,마들,27288.0
2019-03-05,화,7호선,수락산,30314.0
2019-03-05,화,1호선,도봉산,23634.0
2019-03-05,화,6호선,봉화산,22680.0
2019-03-05,화,6호선,화랑대,28211.0
2019-03-05,화,6호선,태릉입구,14504.0
2019-03-05,화,1호선,석계,32258.0
2019-03-05,화,6호선,돌곶이,19190.0
2019-03-05,화,6호선,상월곡,15164.0
2019-03-05,화,6호선,월곡,32122.0
2019-03-05,화,6호선,고려대,23971.0
2019-03-05,화,6호선,안암,39077.0
2019-03-05,화,6호선,보문,17002.0
2019-03-05,화,6호선,창신,8904.0
2019-03-05,화,6호선,동묘앞,19894.0
2019-03-05,화,2호선,신당,21820.0
2019-03-05,화,5호선,청구,9062.0
2019-03-05,화,3호선,약수,9386.0
2019-03-05,화,6호선,버티고개,5695.0
2019-03-05,화,6호선,한강진,18437.0
2019-03-05,화,6호선,이태원,27212.0
2019-03-05,화,6호선,녹사평,12277.0
2019-03-05,화,4호선,삼각지,13606.0
2019-03-05,화,6호선,대흥,23271.0
2019-03-05,화,6호선,광흥창,22078.0
2019-03-05,화,6호선,상수,24600.0
2019-03-05,화,2호선,합정,30762.0
2019-03-05,화,6호선,망원,31945.0
2019-03-05,화,6호선,마포구청,33007.0
2019-03-05,화,6호선,월드컵경기장,9843.0
2019-03-05,화,6호선,증산,23717.0
2019-03-05,화,6호선,새절,32118.0
2019-03-05,화,6호선,구산,16320.0
2019-03-05,화,3호선,연신내,1.0
2019-03-05,화,6호선,독바위,6597.0
2019-03-05,화,3호선,불광,11153.0
2019-03-05,화,6호선,역촌,9969.0
2019-03-05,화,6호선,응암,41406.0
2019-03-05,화,5호선,마천,12145.0
2019-03-05,화,5호선,거여,17572.0
2019-03-05,화,5호선,개롱,16381.0
2019-03-05,화,3호선,오금,9032.0
2019-03-05,화,5호선,방이,17402.0
2019-03-05,화,5호선,올림픽공원,10218.0
2019-03-05,화,5호선,둔촌동,20178.0
2019-03-05,화,5호선,상일동,27784.0
2019-03-05,화,5호선,고덕,23357.0
2019-03-05,화,5호선,명일,19599.0
2019-03-05,화,5호선,굽은다리,21063.0
2019-03-05,화,5호선,길동,17873.0
2019-03-05,화,5호선,강동,43333.0
2019-03-05,화,5호선,천호,43762.0
2019-03-05,화,5호선,광나루,33726.0
2019-03-05,화,5호선,아차산,32585.0
2019-03-05,화,5호선,군자,26407.0
2019-03-05,화,5호선,장한평,42123.0
2019-03-05,화,5호선,답십리,36884.0
2019-03-05,화,5호선,마장,14573.0
2019-03-05,화,5호선,행당,18972.0
2019-03-05,화,5호선,신금호,15755.0
2019-03-05,화,5호선,청구,9556.0
2019-03-05,화,2호선,동대문역사문화공원,7541.0
2019-03-05,화,2호선,을지로4가,12193.0
2019-03-05,화,3호선,종로3가,30450.0
2019-03-05,화,5호선,광화문,83175.0
2019-03-05,화,5호선,서대문,46448.0
2019-03-05,화,2호선,충정로,11833.0
2019-03-05,화,5호선,애오개,17862.0
2019-03-05,화,5호선,마포,34410.0
2019-03-05,화,5호선,여의나루,17131.0
2019-03-05,화,5호선,여의도,61515.0
2019-03-05,화,1호선,신길,8411.0
2019-03-05,화,5호선,영등포시장,22128.0
2019-03-05,화,2호선,영등포구청,8799.0
2019-03-05,화,5호선,오목교,55376.0
2019-03-05,화,5호선,목동,45279.0
2019-03-05,화,5호선,신정,30061.0
2019-03-05,화,2호선,까치산,67028.0
2019-03-05,화,5호선,화곡,66403.0
2019-03-05,화,5호선,우장산,36834.0
2019-03-05,화,5호선,발산,41591.0
2019-03-05,화,5호선,마곡,15452.0
2019-03-05,화,5호선,송정,20745.0
2019-03-05,화,5호선,김포공항,15010.0
2019-03-05,화,5호선,개화산,13460.0
2019-03-05,화,5호선,방화,16457.0
2019-03-05,화,5호선,김포공항,1.0
2019-03-05,화,4호선,서울역,6.0
2019-03-05,화,2호선,홍대입구,3871.0
2019-03-05,화,2호선,신촌,2517.0
2019-03-05,화,4호선,서울역,10209.0
2019-03-05,화,1호선,회기,70040.0
2019-03-05,화,3호선,백석,25048.0
2019-03-05,화,3호선,수서,30799.0
2019-03-05,화,3호선,도곡,15872.0
2019-03-05,화,2호선,선릉,35615.0
2019-03-05,화,4호선,평촌,41513.0
2019-03-05,화,4호선,정부과천청사,26087.0
2019-03-05,화,4호선,과천,10780.0
2019-03-05,화,4호선,대공원,4147.0
2019-03-05,화,4호선,경마공원,2217.0
2019-03-05,화,4호선,선바위,19654.0
2019-03-05,화,4호선,수리산,9258.0
2019-03-05,화,4호선,오이도,22473.0
2019-03-05,화,4호선,정왕,23488.0
2019-03-05,화,4호선,고잔,19216.0
2019-03-05,화,4호선,중앙,40215.0
2019-03-05,화,4호선,한대앞,21652.0
2019-03-05,화,4호선,대야미,9689.0
2019-03-05,화,4호선,산본,41665.0
2019-03-05,화,1호선,도봉산,13369.0
2019-03-05,화,1호선,도봉,13988.0
2019-03-05,화,1호선,방학,22259.0
2019-03-05,화,1호선,녹천,10659.0
2019-03-05,화,1호선,월계,17743.0
2019-03-05,화,1호선,광운대,25356.0
2019-03-05,화,1호선,석계,23521.0
2019-03-05,화,1호선,신이문,19897.0
2019-03-05,화,1호선,외대앞,26976.0
2019-03-05,화,3호선,옥수,77.0
2019-03-05,화,4호선,이촌,8246.0
2019-03-05,화,1호선,온수,18004.0
2019-03-05,화,1호선,구일,18102.0
2019-03-05,화,1호선,주안,52077.0
2019-03-05,화,1호선,오류동,26502.0
2019-03-05,화,1호선,개봉,54669.0
2019-03-05,화,1호선,지제,5127.0
2019-03-05,화,1호선,독산,40334.0
2019-03-05,화,1호선,금천구청,27807.0
2019-03-05,화,1호선,가산디지털단지,44213.0
2019-03-05,화,1호선,구로,46395.0
2019-03-05,화,1호선,신길,20834.0
2019-03-05,화,2호선,신도림,8652.0
2019-03-05,화,1호선,영등포,94912.0
2019-03-05,화,1호선,대방,33981.0
2019-03-05,화,1호선,노량진,25689.0
2019-03-05,화,1호선,용산,70833.0
2019-03-05,화,1호선,남영,28480.0
2019-03-05,화,4호선,서울역,5842.0
2019-03-05,화,4호선,남태령,3462.0
2019-03-05,화,2호선,사당,60108.0
2019-03-05,화,4호선,총신대입구,50264.0
2019-03-05,화,4호선,동작,4904.0
2019-03-05,화,4호선,이촌,18142.0
2019-03-05,화,4호선,신용산,36327.0
2019-03-05,화,4호선,삼각지,11804.0
2019-03-05,화,4호선,숙대입구,40300.0
2019-03-05,화,4호선,서울역,37697.0
2019-03-05,화,4호선,회현,69111.0
2019-03-05,화,4호선,명동,81463.0
2019-03-05,화,4호선,충무로,77989.0
2019-03-05,화,2호선,동대문역사문화공원,43040.0
2019-03-05,화,4호선,동대문,54878.0
2019-03-05,화,4호선,혜화,83578.0
2019-03-05,화,4호선,한성대입구,39207.0
2019-03-05,화,4호선,성신여대입구,55240.0
2019-03-05,화,4호선,길음,57725.0
2019-03-05,화,4호선,미아사거리,63961.0
2019-03-05,화,4호선,미아,39269.0
2019-03-05,화,4호선,수유,85300.0
2019-03-05,화,4호선,쌍문,70857.0
2019-03-05,화,4호선,창동,66394.0
2019-03-05,화,4호선,노원,50004.0
2019-03-05,화,4호선,상계,45862.0
2019-03-05,화,4호선,당고개,27823.0
2019-03-05,화,3호선,오금,15332.0
2019-03-05,화,3호선,경찰병원,18377.0
2019-03-05,화,3호선,가락시장,22220.0
2019-03-05,화,3호선,수서,39453.0
2019-03-05,화,3호선,일원,24257.0
2019-03-05,화,3호선,대청,23254.0
2019-03-05,화,3호선,학여울,4324.0
2019-03-05,화,3호선,대치,27587.0
2019-03-05,화,3호선,도곡,13577.0
2019-03-05,화,3호선,매봉,27031.0
2019-03-05,화,3호선,양재,99455.0
2019-03-05,화,3호선,남부터미널,76344.0
2019-03-05,화,2호선,교대,30491.0
2019-03-05,화,3호선,고속터미널,99512.0
2019-03-05,화,3호선,잠원,14546.0
2019-03-05,화,3호선,신사,71928.0
2019-03-05,화,3호선,압구정,78613.0
2019-03-05,화,3호선,옥수,22225.0
2019-03-05,화,3호선,금호,18771.0
2019-03-05,화,3호선,약수,32542.0
2019-03-05,화,3호선,동대입구,27799.0
2019-03-05,화,4호선,충무로,3.0
2019-03-05,화,3호선,을지로3가,25789.0
2019-03-05,화,3호선,종로3가,26679.0
2019-03-05,화,3호선,안국,51901.0
2019-03-05,화,3호선,경복궁,51497.0
2019-03-05,화,3호선,독립문,18128.0
2019-03-05,화,3호선,무악재,9345.0
2019-03-05,화,3호선,홍제,45372.0
2019-03-05,화,3호선,녹번,30540.0
2019-03-05,화,3호선,불광,44033.0
2019-03-05,화,3호선,연신내,89520.0
2019-03-05,화,3호선,구파발,43327.0
2019-03-05,화,2호선,용두,5348.0
2019-03-05,화,2호선,신정네거리,22751.0
2019-03-05,화,2호선,양천구청,17448.0
2019-03-05,화,2호선,도림천,3206.0
2019-03-05,화,1호선,신설동,8598.0
2019-03-05,화,2호선,신답,3781.0
2019-03-05,화,2호선,용답,6824.0
2019-03-05,화,2호선,충정로,27244.0
2019-03-05,화,2호선,아현,25241.0
2019-03-05,화,2호선,이대,51993.0
2019-03-05,화,2호선,신촌,103128.0
2019-03-05,화,2호선,홍대입구,149871.0
2019-03-05,화,2호선,합정,71187.0
2019-03-05,화,2호선,당산,54138.0
2019-03-05,화,2호선,영등포구청,54272.0
2019-03-05,화,2호선,문래,49119.0
2019-03-05,화,2호선,신도림,125104.0
2019-03-05,화,7호선,대림,65405.0
2019-03-05,화,2호선,구로디지털단지,148261.0
2019-03-05,화,2호선,신대방,62696.0
2019-03-05,화,2호선,신림,152443.0
2019-03-05,화,2호선,봉천,54563.0
2019-03-05,화,2호선,서울대입구,118692.0
2019-03-05,화,2호선,낙성대,67630.0
2019-03-05,화,2호선,사당,97804.0
2019-03-05,화,2호선,방배,54669.0
2019-03-05,화,2호선,서초,53587.0
2019-03-05,화,2호선,교대,93643.0
2019-03-05,화,2호선,강남,219813.0
2019-03-05,화,2호선,역삼,127633.0
2019-03-05,화,2호선,선릉,127860.0
2019-03-05,화,2호선,삼성,125653.0
2019-03-05,화,2호선,종합운동장,20348.0
2019-03-05,화,2호선,잠실새내,53661.0
2019-03-05,화,2호선,잠실,162599.0
2019-03-05,화,2호선,잠실나루,35245.0
2019-03-05,화,2호선,강변,85598.0
2019-03-05,화,2호선,구의,55393.0
2019-03-05,화,2호선,건대입구,92044.0
2019-03-05,화,2호선,신당,34410.0
2019-03-05,화,4호선,성신여대입구,8615.0
2019-03-05,화,6호선,보문,3875.0
2019-03-05,화,1호선,신설동,4456.0
2019-03-05,화,2호선,상왕십리,32529.0
2019-03-05,화,2호선,성수,72900.0
2019-03-05,화,2호선,한양대,38895.0
2019-03-05,화,2호선,뚝섬,44156.0
2019-03-05,화,4호선,서울역,107507.0
2019-03-05,화,2호선,시청,56800.0
2019-03-05,화,1호선,종각,97191.0
2019-03-05,화,3호선,종로3가,66170.0
2019-03-05,화,1호선,종로5가,57009.0
2019-03-05,화,4호선,동대문,31080.0
2019-03-05,화,1호선,신설동,36247.0
2019-03-05,화,1호선,제기동,42247.0
2019-03-05,화,6호선,동묘앞,19896.0
2019-03-05,화,2호선,시청,59896.0
2019-03-05,화,2호선,을지로입구,110526.0
2019-03-05,화,3호선,을지로3가,52306.0
2019-03-05,화,2호선,을지로4가,27309.0
2019-03-05,화,2호선,동대문역사문화공원,38914.0
2019-03-06,수,7호선,먹골,23991.0
2019-03-06,수,2호선,건대입구,95172.0
2019-03-06,수,2호선,구의,56076.0
2019-03-06,수,2호선,강변,85801.0
2019-03-06,수,2호선,잠실나루,36157.0
2019-03-06,수,2호선,잠실,167224.0
2019-03-06,수,2호선,잠실새내,54552.0
2019-03-06,수,2호선,종합운동장,21922.0
2019-03-06,수,2호선,삼성,131261.0
2019-03-06,수,2호선,선릉,128830.0
2019-03-06,수,2호선,역삼,130709.0
2019-03-06,수,2호선,강남,224127.0
2019-03-06,수,2호선,교대,94734.0
2019-03-06,수,2호선,서초,55705.0
2019-03-06,수,2호선,방배,54179.0
2019-03-06,수,2호선,사당,99832.0
2019-03-06,수,2호선,낙성대,67135.0
2019-03-06,수,2호선,서울대입구,121088.0
2019-03-06,수,2호선,봉천,54697.0
2019-03-06,수,2호선,신림,155413.0
2019-03-06,수,2호선,신대방,62771.0
2019-03-06,수,2호선,구로디지털단지,150751.0
2019-03-06,수,7호선,대림,65587.0
2019-03-06,수,2호선,신도림,126931.0
2019-03-06,수,2호선,문래,49295.0
2019-03-06,수,2호선,영등포구청,55600.0
2019-03-06,수,2호선,당산,54162.0
2019-03-06,수,2호선,합정,72190.0
2019-03-06,수,2호선,홍대입구,157519.0
2019-03-06,수,2호선,신촌,106729.0
2019-03-06,수,2호선,이대,53772.0
2019-03-06,수,2호선,아현,25099.0
2019-03-06,수,2호선,충정로,27063.0
2019-03-06,수,2호선,용답,6860.0
2019-03-06,수,2호선,신답,3928.0
2019-03-06,수,1호선,신설동,9076.0
2019-03-06,수,2호선,도림천,3157.0
2019-03-06,수,2호선,양천구청,17146.0
2019-03-06,수,2호선,신정네거리,22896.0
2019-03-06,수,2호선,용두,5383.0
2019-03-06,수,3호선,구파발,43529.0
2019-03-06,수,3호선,연신내,90749.0
2019-03-06,수,3호선,불광,44519.0
2019-03-06,수,3호선,녹번,30592.0
2019-03-06,수,3호선,홍제,45085.0
2019-03-06,수,3호선,무악재,9490.0
2019-03-06,수,3호선,독립문,18418.0
2019-03-06,수,3호선,경복궁,55550.0
2019-03-06,수,3호선,안국,53529.0
2019-03-06,수,3호선,종로3가,27885.0
2019-03-06,수,3호선,을지로3가,27540.0
2019-03-06,수,3호선,동대입구,30571.0
2019-03-06,수,3호선,약수,32589.0
2019-03-06,수,3호선,금호,19044.0
2019-03-06,수,3호선,옥수,22551.0
2019-03-06,수,3호선,압구정,78258.0
2019-03-06,수,3호선,신사,72946.0
2019-03-06,수,3호선,잠원,14675.0
2019-03-06,수,3호선,고속터미널,102180.0
2019-03-06,수,2호선,교대,31006.0
2019-03-06,수,3호선,남부터미널,77169.0
2019-03-06,수,3호선,양재,100426.0
2019-03-06,수,3호선,매봉,27114.0
2019-03-06,수,3호선,도곡,13378.0
2019-03-06,수,3호선,대치,27817.0
2019-03-06,수,3호선,학여울,4264.0
2019-03-06,수,3호선,대청,23529.0
2019-03-06,수,3호선,일원,24230.0
2019-03-06,수,3호선,수서,39661.0
2019-03-06,수,3호선,가락시장,22184.0
2019-03-06,수,3호선,경찰병원,18758.0
2019-03-06,수,3호선,오금,15232.0
2019-03-06,수,4호선,당고개,27886.0
2019-03-06,수,4호선,상계,46056.0
2019-03-06,수,4호선,노원,51552.0
2019-03-06,수,4호선,창동,67476.0
2019-03-06,수,4호선,쌍문,71825.0
2019-03-06,수,4호선,수유,86516.0
2019-03-06,수,4호선,미아,39344.0
2019-03-06,수,4호선,미아사거리,64593.0
2019-03-06,수,4호선,길음,58273.0
2019-03-06,수,4호선,성신여대입구,56620.0
2019-03-06,수,4호선,한성대입구,39650.0
2019-03-06,수,4호선,혜화,87406.0
2019-03-06,수,4호선,동대문,55921.0
2019-03-06,수,2호선,동대문역사문화공원,46268.0
2019-03-06,수,4호선,충무로,79660.0
2019-03-06,수,4호선,명동,88119.0
2019-03-06,수,4호선,회현,69634.0
2019-03-06,수,4호선,서울역,39161.0
2019-03-06,수,4호선,숙대입구,40753.0
2019-03-06,수,4호선,삼각지,12221.0
2019-03-06,수,4호선,신용산,38513.0
2019-03-06,수,4호선,이촌,19334.0
2019-03-06,수,4호선,동작,5103.0
2019-03-06,수,4호선,총신대입구,50626.0
2019-03-06,수,2호선,사당,60524.0
2019-03-06,수,4호선,남태령,3344.0
2019-03-06,수,4호선,서울역,6099.0
2019-03-06,수,1호선,남영,28265.0
2019-03-06,수,1호선,용산,79797.0
2019-03-06,수,1호선,노량진,26044.0
2019-03-06,수,1호선,대방,34515.0
2019-03-06,수,1호선,영등포,98824.0
2019-03-06,수,2호선,신도림,8788.0
2019-03-06,수,1호선,신길,20992.0
2019-03-06,수,1호선,구로,47869.0
2019-03-06,수,1호선,가산디지털단지,44451.0
2019-03-06,수,1호선,금천구청,28088.0
2019-03-06,수,1호선,독산,40801.0
2019-03-06,수,1호선,지제,5026.0
2019-03-06,수,1호선,개봉,55102.0
2019-03-06,수,1호선,오류동,27025.0
2019-03-06,수,1호선,주안,53481.0
2019-03-06,수,1호선,구일,17814.0
2019-03-06,수,1호선,온수,18188.0
2019-03-06,수,4호선,이촌,8397.0
2019-03-06,수,3호선,옥수,95.0
2019-03-06,수,1호선,외대앞,26732.0
2019-03-06,수,1호선,신이문,19879.0
2019-03-06,수,1호선,석계,23417.0
2019-03-06,수,1호선,광운대,25222.0
2019-03-06,수,1호선,월계,17720.0
2019-03-06,수,1호선,녹천,10947.0
2019-03-06,수,1호선,방학,22714.0
2019-03-06,수,1호선,도봉,13968.0
2019-03-06,수,1호선,도봉산,13261.0
2019-03-06,수,4호선,산본,41964.0
2019-03-06,수,4호선,대야미,9727.0
2019-03-06,수,4호선,한대앞,21403.0
2019-03-06,수,4호선,중앙,40985.0
2019-03-06,수,4호선,고잔,19426.0
2019-03-06,수,4호선,정왕,23289.0
2019-03-06,수,4호선,오이도,22342.0
2019-03-06,수,4호선,수리산,8996.0
2019-03-06,수,4호선,선바위,20085.0
2019-03-06,수,4호선,경마공원,3947.0
2019-03-06,수,4호선,대공원,3689.0
2019-03-06,수,4호선,과천,10870.0
2019-03-06,수,4호선,정부과천청사,32193.0
2019-03-06,수,4호선,평촌,42019.0
2019-03-06,수,2호선,선릉,35774.0
2019-03-06,수,3호선,도곡,15773.0
2019-03-06,수,3호선,수서,31511.0
2019-03-06,수,3호선,백석,25437.0
2019-03-06,수,1호선,회기,69813.0
2019-03-06,수,4호선,서울역,110585.0
2019-03-06,수,4호선,서울역,10328.0
2019-03-06,수,2호선,신촌,2827.0
2019-03-06,수,2호선,홍대입구,4155.0
2019-03-06,수,5호선,방화,16544.0
2019-03-06,수,5호선,개화산,13461.0
2019-03-06,수,5호선,김포공항,15178.0
2019-03-06,수,5호선,송정,20692.0
2019-03-06,수,5호선,마곡,15607.0
2019-03-06,수,5호선,발산,42873.0
2019-03-06,수,5호선,우장산,37422.0
2019-03-06,수,5호선,화곡,67577.0
2019-03-06,수,2호선,까치산,67468.0
2019-03-06,수,5호선,신정,30375.0
2019-03-06,수,5호선,목동,45436.0
2019-03-06,수,5호선,오목교,57499.0
2019-03-06,수,2호선,영등포구청,8794.0
2019-03-06,수,5호선,영등포시장,23299.0
2019-03-06,수,1호선,신길,8447.0
2019-03-06,수,5호선,여의도,62843.0
2019-03-06,수,5호선,여의나루,17637.0
2019-03-06,수,5호선,마포,35186.0
2019-03-06,수,5호선,애오개,17891.0
2019-03-06,수,2호선,충정로,12343.0
2019-03-06,수,5호선,서대문,47323.0
2019-03-06,수,5호선,광화문,83642.0
2019-03-06,수,3호선,종로3가,32342.0
2019-03-06,수,2호선,을지로4가,12163.0
2019-03-06,수,2호선,동대문역사문화공원,7738.0
2019-03-06,수,5호선,청구,9848.0
2019-03-06,수,5호선,신금호,15797.0
2019-03-06,수,5호선,행당,19041.0
2019-03-06,수,5호선,마장,15040.0
2019-03-06,수,5호선,답십리,37708.0
2019-03-06,수,5호선,장한평,43829.0
2019-03-06,수,5호선,군자,26780.0
2019-03-06,수,5호선,아차산,32960.0
2019-03-06,수,5호선,광나루,30995.0
2019-03-06,수,5호선,천호,44056.0
2019-03-06,수,5호선,강동,43038.0
2019-03-06,수,5호선,길동,17819.0
2019-03-06,수,5호선,굽은다리,22600.0
2019-03-06,수,5호선,명일,19769.0
2019-03-06,수,5호선,고덕,22939.0
2019-03-06,수,5호선,상일동,28528.0
2019-03-06,수,5호선,둔촌동,20695.0
2019-03-06,수,5호선,올림픽공원,10266.0
2019-03-06,수,5호선,방이,17488.0
2019-03-06,수,3호선,오금,9064.0
2019-03-06,수,5호선,개롱,16813.0
2019-03-06,수,5호선,거여,17704.0
2019-03-06,수,5호선,마천,12094.0
2019-03-06,수,6호선,응암,41645.0
2019-03-06,수,6호선,역촌,9959.0
2019-03-06,수,3호선,불광,11620.0
2019-03-06,수,6호선,독바위,6672.0
2019-03-06,수,6호선,구산,16474.0
2019-03-06,수,6호선,새절,32740.0
2019-03-06,수,6호선,증산,23665.0
2019-03-06,수,6호선,월드컵경기장,11085.0
2019-03-06,수,6호선,마포구청,33290.0
2019-03-06,수,6호선,망원,32605.0
2019-03-06,수,2호선,합정,31222.0
2019-03-06,수,6호선,상수,24213.0
2019-03-06,수,6호선,광흥창,22835.0
2019-03-06,수,6호선,대흥,23368.0
2019-03-06,수,4호선,삼각지,14250.0
2019-03-06,수,6호선,녹사평,12471.0
2019-03-06,수,6호선,이태원,28476.0
2019-03-06,수,6호선,한강진,19689.0
2019-03-06,수,6호선,버티고개,5528.0
2019-03-06,수,3호선,약수,8894.0
2019-03-06,수,5호선,청구,9377.0
2019-03-06,수,2호선,신당,22414.0
2019-03-06,수,6호선,동묘앞,20134.0
2019-03-06,수,6호선,창신,8887.0
2019-03-06,수,6호선,보문,17471.0
2019-03-06,수,6호선,안암,38022.0
2019-03-06,수,6호선,고려대,24293.0
2019-03-06,수,6호선,월곡,32666.0
2019-03-06,수,6호선,상월곡,15762.0
2019-03-06,수,6호선,돌곶이,20092.0
2019-03-06,수,1호선,석계,31820.0
2019-03-06,수,6호선,태릉입구,14702.0
2019-03-06,수,6호선,화랑대,28544.0
2019-03-06,수,6호선,봉화산,22828.0
2019-03-06,수,1호선,도봉산,23579.0
2019-03-06,수,7호선,수락산,30145.0
2019-03-06,수,7호선,마들,27672.0
2019-03-06,수,4호선,노원,49118.0
2019-03-06,수,7호선,중계,37824.0
2019-03-06,수,7호선,하계,45137.0
2019-03-06,수,7호선,공릉,31882.0
2019-03-06,수,6호선,태릉입구,22036.0
2019-03-06,수,7호선,중화,26690.0
2019-03-06,수,7호선,면목,38867.0
2019-03-06,수,7호선,사가정,36693.0
2019-03-06,수,7호선,용마산,14283.0
2019-03-06,수,7호선,중곡,23310.0
2019-03-06,수,5호선,군자,30074.0
2019-03-06,수,7호선,어린이대공원,41472.0
2019-03-06,수,2호선,건대입구,38583.0
2019-03-06,수,7호선,뚝섬유원지,15464.0
2019-03-06,수,7호선,청담,51510.0
2019-03-06,수,7호선,학동,55655.0
2019-03-06,수,7호선,논현,48210.0
2019-03-06,수,7호선,반포,14748.0
2019-03-06,수,3호선,고속터미널,37369.0
